"SYMBOL","probeID","chr","pos","region","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SLC25A24","SLC25A24","chr1",108742424,"Body",0.050387459896335,6.6275069884873,4.1172745706732,9.50693086435126e-05,0.00119264239682538,1.09457978468457
"FLJ46906","FLJ46906",NA,NA,NA,0.587168712100468,8.20712891508951,4.11726579531136,9.50722743008134e-05,0.00119264239682538,1.09455062424728
"ASAP3","ASAP3",NA,NA,NA,0.464069210449605,9.17073591899326,4.11726427930248,9.50727866491396e-05,0.00119264239682538,1.0945455865693
"TAF1C","TAF1C",NA,NA,NA,0.241436346376211,9.19722762033977,4.11683450932345,9.52181383455701e-05,0.00119315639267924,1.09311751362595
"NOVA1","NOVA1",NA,NA,NA,-0.243868686956287,7.51247272428251,-4.11679552164081,9.52313348727624e-05,0.00119315639267924,1.09298796698712
"LRP10","LRP10","chr14",23340939,"TSS200",0.471097179858972,8.95193504446621,4.11677384682047,9.52386721141364e-05,0.00119315639267924,1.09291594713653
"KIAA0194","KIAA0194",NA,NA,NA,0.183578394748288,8.79480279936421,4.1166981040941,9.52643163997207e-05,0.00119315639267924,1.09266427542456
"TMCC3","TMCC3","chr12",95044022,"Body",0.180966878395314,7.04762501881852,4.11511012820198,9.58034916525233e-05,0.0011994354997571,1.08738855189413
"PMS2","PMS2",NA,NA,NA,-0.107856621740183,6.73145019168335,-4.11437387217172,9.605447260324e-05,0.00120188866302702,1.0849429281753
"C20ORF185","C20ORF185",NA,NA,NA,-0.128691988839285,6.57370227875879,-4.11428988157613,9.60831441805607e-05,0.00120188866302702,1.08466395392098
"HS.553187","HS.553187",NA,NA,NA,-0.78613663136464,8.35823196082865,-4.11404885646445,9.61654678239197e-05,0.00120188866302702,1.08386341042245
"HS.31037","HS.31037",NA,NA,NA,0.0949671734083308,6.85163513581314,4.11398097696145,9.61886647435546e-05,0.00120188866302702,1.08363796002295
"ZNF271","ZNF271",NA,NA,NA,0.253016149427189,8.56227166212842,4.1139799740634,9.61890075110271e-05,0.00120188866302702,1.08363462908264
"DEPDC5","DEPDC5","chr22",32302757,"3'UTR",-0.102339093101556,6.97491797569146,-4.11359634078386,9.63202108022054e-05,0.00120280972930039,1.08236049971505
"GCNT1","GCNT1",NA,NA,NA,-0.148731307776665,6.79561450576138,-4.11354258562571,9.63386089177822e-05,0.00120280972930039,1.08218197315888
"WAS","WAS","chrX",48542398,"Body",0.471814963451129,8.59273538799514,4.11249949481468,9.66962850228965e-05,0.00120660071935191,1.07871804989472
"PDIA4","PDIA4","chr7",148725822,"TSS200",0.0991749558511792,6.75066781231721,4.11243520109531,9.67183731190283e-05,0.00120660071935191,1.07850455976848
"SLC16A9","SLC16A9","chr10",61468757,"5'UTR",0.65303224703988,9.66041074021073,4.11103779847696,9.71996519537071e-05,0.00121179891668645,1.07386494338828
"RPS3","RPS3","chr11",75116001,"3'UTR",0.279960286107412,10.7572702178797,4.11089958163736,9.72473802140903e-05,0.00121179891668645,1.07340609387376
"CPNE9","CPNE9","chr3",9745426,"TSS200",-0.290380456807563,6.98633597446233,-4.1108927782719,9.72497300962246e-05,0.00121179891668645,1.07338350844797
"SHANK2","SHANK2","chr11",70741376,"Body",-0.392178262168098,8.07840830500519,-4.11059942099041,9.73511076824754e-05,0.00121258550630038,1.0724096600754
"LYG1","LYG1","chr2",99918603,"TSS1500",0.0822563691930371,6.72453198585169,4.11033723058687,9.74418007674385e-05,0.00121323844631885,1.0715393124845
"DLGAP2","DLGAP2","chr8",1495185,"5'UTR",-0.520387499580792,9.87630557119853,-4.1101717008435,9.74991002692646e-05,0.00121347525659038,1.07098985042126
"DCX","DCX",NA,NA,NA,-0.135127946769832,7.013313756675,-4.10976066864032,9.76415227535647e-05,0.0012147709070989,1.0696255240201
"LRP2BP","LRP2BP","chr4",186300945,"TSS1500",-0.156014044169874,6.88348998232363,-4.10940906856358,9.77635108884132e-05,0.00121581141434394,1.06845853721097
"HPS5","HPS5",NA,NA,NA,0.147164679550134,7.32632383534611,4.10913627866589,9.78582567441484e-05,0.00121651244658412,1.06755317069203
"LANCL1","LANCL1",NA,NA,NA,-0.528567180383616,10.6238060841477,-4.10858997999802,9.80482638684571e-05,0.00121839669330854,1.06574016592221
"LOC651763","LOC651763",NA,NA,NA,-0.158709369764302,6.6065330151869,-4.10773700961528,9.83456439942768e-05,0.00122161321105743,1.06290971234957
"CTSB","CTSB",NA,NA,NA,0.304826630819244,10.9897786248969,4.1074371710713,9.84503859162472e-05,0.00122243526578341,1.06191483156814
"RSPO2","RSPO2","chr8",109091911,"Body",-0.452339243138656,7.34045113250248,-4.10723136204659,9.85223428380601e-05,0.0012224715521827,1.06123197246376
"CDR2L","CDR2L","chr17",72999242,"Body",0.382040123371979,9.14008153386194,4.10716293632248,9.85462777029191e-05,0.0012224715521827,1.06100494576738
"NRG1","NRG1","chr8",31497042,"TSS1500",-0.0449794465543372,6.53088937540435,-4.10709799305778,9.85689996018608e-05,0.0012224715521827,1.0607894755805
"DVL2","DVL2","chr17",7137923,"TSS200",0.125864791825715,7.23966945762128,4.1057817002833,9.90306230447694e-05,0.00122769211610234,1.05642271470514
"THAP10","THAP10","chr15",71181219,"Body",-0.423668737610191,8.57547850546527,-4.10555611061403,9.91099457935955e-05,0.00122769211610234,1.05567441671427
"ROM1","ROM1","chr11",62382430,"3'UTR",0.376878351169428,8.18610252384721,4.10550182763518,9.91290421170336e-05,0.00122769211610234,1.05549435984857
"NRXN3","NRXN3","chr14",79742823,"Body",-0.18715246955137,6.87052885102244,-4.10545689347463,9.91448522782959e-05,0.00122769211610234,1.05534531419047
"NDEL1","NDEL1",NA,NA,NA,-0.329654094443876,11.0982112062327,-4.10522246549769,9.92273755207816e-05,0.00122823420695384,1.0545677382857
"SLC25A35","SLC25A35","chr17",8199012,"TSS1500",0.115080938905691,6.71503372358374,4.10503097364334,9.92948334469419e-05,0.00122858946926934,1.05393259835706
"LOC100132774","LOC100132774",NA,NA,NA,0.415946442595017,7.56448790781508,4.10486072763237,9.93548440321995e-05,0.00122877833929823,1.05336794234361
"GHSR","GHSR","chr3",172164984,"Body",-0.0609356253000328,6.52261271845262,-4.10456817532038,9.94580482934743e-05,0.00122877833929823,1.05239766683846
"GLS2","GLS2","chr12",56882326,"TSS200",-0.331757002337358,7.26918188224202,-4.10450460738162,9.94804869196495e-05,0.00122877833929823,1.05218684395468
"SCIN","SCIN","chr7",12609907,"TSS1500",0.436830482880342,7.1672876523647,4.10445281504954,9.94987725163136e-05,0.00122877833929823,1.05201507636249
"LOC388946","LOC388946","chr2",46707844,"Body",-0.0718687951927262,6.50691679371367,-4.10443826076534,9.95039115766103e-05,0.00122877833929823,1.05196680779693
"SNX5","SNX5",NA,NA,NA,0.17943321583465,7.9062429984489,4.10380533697483,9.97276416827212e-05,0.00123016165837574,1.04986785196948
"LOC100133163","LOC100133163",NA,NA,NA,0.442009080245779,10.0620307046463,4.10373683304888,9.97518859145646e-05,0.00123016165837574,1.04964068568799
"GCC1","GCC1","chr7",127225777,"TSS200",0.234635552735437,8.19698862845717,4.10370930041684,9.97616315889278e-05,0.00123016165837574,1.0495493852367
"ZNF93","ZNF93","chr19",20012036,"Body",0.407094962475715,7.71081457957213,4.10365077627771,9.97823503126854e-05,0.00123016165837574,1.04935531570955
"ATP6V0E2","ATP6V0E2",NA,NA,NA,-0.264593010552932,11.7889779725481,-4.10357280066541,9.98099616827255e-05,0.00123016165837574,1.04909674666
"HIVEP1","HIVEP1","chr6",12012261,"TSS1500",-0.244049766518035,7.47642836690087,-4.10337255021994,9.98809045805059e-05,0.00123055758849671,1.04843272549192
"DOCK3","DOCK3","chr3",50841614,"Body",-0.547208845930465,8.6229891230416,-4.10324294926086,9.99268442825701e-05,0.00123059703119368,1.04800298566126
"HS.571151","HS.571151",NA,NA,NA,0.12732023009994,6.67029296197498,4.10311444847063,9.99724140794422e-05,0.00123059703119368,1.04757690232297
"C20ORF127","C20ORF127",NA,NA,NA,0.608394277332401,9.1258955068768,4.10303509104118,0.000100000566320344,0.00123059703119368,1.04731377291607
"LOC100130308","LOC100130308",NA,NA,NA,-0.213638812505296,9.31360725646152,-4.10249093561042,0.000100193812360089,0.00123249664408802,1.04550957619866
"GSTM3","GSTM3",NA,NA,NA,0.463698483249283,10.4009684779193,4.10226822511495,0.000100273007166393,0.0012325505847752,1.04477120299586
"AVEN","AVEN","chr15",34158767,"3'UTR",0.14469502060804,7.36418029424497,4.10218983106583,0.000100300898050831,0.0012325505847752,1.04451130181312
"LPAR4","LPAR4","chrX",78003113,"TSS200",0.309183413003508,7.0749194407518,4.10215064456643,0.000100314842546373,0.0012325505847752,1.04438138729396
"ZIK1","ZIK1","chr19",58095468,"TSS200",-0.0857907963691211,6.71453139600833,-4.10153102732047,0.00010053558110447,0.00123478416156982,1.04232728223348
"AKAP13","AKAP13",NA,NA,NA,0.141437888095229,8.06038943461603,4.10108281927165,0.000100695546376847,0.00123525837102834,1.04084154148593
"STXBP5","STXBP5",NA,NA,NA,-0.333800605345218,7.79362249149533,-4.10101333269082,0.000100720368024907,0.00123525837102834,1.04061121335715
"LOC100128274","LOC100128274",NA,NA,NA,0.530379058387881,9.41001082183096,4.1009759298109,0.000100733731331273,0.00123525837102834,1.04048723453721
"ABI3BP","ABI3BP","chr3",100713572,"TSS1500",0.187225302674829,6.9226887030418,4.10088435772858,0.000100766455419196,0.00123525837102834,1.04018370481575
"PLIN5","PLIN5","chr19",4535357,"TSS200",0.506397843626441,9.12566889175125,4.10084970596813,0.000100778841197451,0.00123525837102834,1.04006884735602
"TRAM2","TRAM2","chr6",52442149,"TSS1500",0.184034281214375,7.30293410893534,4.1007681615288,0.000100807993875404,0.00123525837102834,1.03979856085229
"LOC653696","LOC653696",NA,NA,NA,-0.132193946487068,6.69951161131271,-4.10047417563748,0.000100913163151816,0.00123606927044535,1.03882414596053
"ACSS1","ACSS1","chr20",25039812,"TSS200",0.591319859890453,9.22594933352356,4.1002042945871,0.000101009802192464,0.00123677509830093,1.03792966538054
"DYNLT3","DYNLT3","chrX",37706736,"1stExon",-0.525017993778476,8.48237778943789,-4.09987999731432,0.000101126044383031,0.00123763738145254,1.03685487962388
"LOC644799","LOC644799",NA,NA,NA,-0.29236721573043,10.8150547412326,-4.09979004245983,0.000101158310894118,0.00123763738145254,1.03655676085229
"C17ORF63","C17ORF63",NA,NA,NA,-0.16744762114063,7.79251783373291,-4.09926281960195,0.000101347623249055,0.00123947517630982,1.03480957842103
"LOC649618","LOC649618",NA,NA,NA,-0.0555092654033036,6.63618952330056,-4.09874623484064,0.00010153344631722,0.00124126889635784,1.03309778793829
"PRO0628","PRO0628",NA,NA,NA,0.205636211717696,7.13945586374801,4.09809092028663,0.000101769644207836,0.00124350255885489,1.03092648951397
"PKM2","PKM2",NA,NA,NA,-0.660311405955534,8.73310662387405,-4.09793773543036,0.000101824933475328,0.00124350255885489,1.03041896338126
"TMEM176A","TMEM176A","chr7",150501997,"3'UTR",0.292904192236264,7.51005375838694,4.09786649892393,0.000101850654830212,0.00124350255885489,1.03018294944005
"EIF2B1","EIF2B1","chr12",124105880,"3'UTR",-0.212804458235523,7.95713170949084,-4.0976335262336,0.00010193481790197,0.00124350255885489,1.02941110487564
"SPIN2B","SPIN2B",NA,NA,NA,-0.0518604261216833,6.58995763213683,-4.0976332767163,0.000101934908077757,0.00124350255885489,1.02941027823329
"LOC646531","LOC646531",NA,NA,NA,0.472855447481253,10.0455606559664,4.09758731791296,0.000101951518942078,0.00124350255885489,1.02925801881403
"P2RX7","P2RX7","chr12",121615078,"Body",0.42680438452199,8.60191529989268,4.09704432221741,0.000102147970813949,0.00124541949030853,1.02745918072666
"VASH1","VASH1","chr14",77242523,"Body",0.392816729981425,8.19475482581994,4.09664928860162,0.000102291119879288,0.0012466853134077,1.02615060683868
"DUSP18","DUSP18","chr22",31063944,"TSS200",0.237315377818311,7.972930229988,4.09574346941219,0.000102620092263402,0.00125006426145152,1.02315032517418
"TRIP13","TRIP13","chr5",912712,"Body",-0.266663115152665,7.08279349656657,-4.09566886387578,0.000102647232572817,0.00125006426145152,1.02290323320168
"ACSL1","ACSL1","chr4",185724569,"Body",0.417877855849135,8.82477190448963,4.09544964713081,0.000102727020103867,0.00125044319307592,1.02217720844035
"RARS","RARS","chr5",167913319,"TSS200",-0.138844318613772,9.57976970372657,-4.09536665967817,0.000102757240314283,0.00125044319307592,1.02190236840972
"LAMB3","LAMB3",NA,NA,NA,-0.0876880048494888,6.64111330948136,-4.09504234939053,0.000102875421231585,0.00125140094130516,1.02082834290573
"LOC728262","LOC728262",NA,NA,NA,0.0550880260287716,6.61427974646481,4.09359934463288,0.000103402849242231,0.00125733422362053,1.01605016592631
"OR2A1","OR2A1",NA,NA,NA,0.0470335378081135,6.55079525781304,4.09319202398919,0.000103552197831528,0.00125866743529887,1.01470161088634
"TMEM14A","TMEM14A","chr6",52535751,"TSS200",-0.627869817839253,8.71373985143478,-4.09303663074846,0.000103609229134677,0.00125887794694107,1.01418715818373
"VPS54","VPS54",NA,NA,NA,0.134827175092682,7.13203891876511,4.09289195994131,0.00010366235232659,0.00125904083093981,1.01370821484182
"CEACAM4","CEACAM4","chr19",42134620,"TSS1500",-0.106539421839983,6.64109013962885,-4.092655345297,0.000103749293816441,0.00125961417617051,1.01292490780259
"CYP26A1","CYP26A1","chr10",94832033,"TSS1500",-0.0746168338163429,6.7227285893542,-4.09246165920445,0.00010382051387926,0.0012599962825316,1.0122837360654
"NDUFS5","NDUFS5","chr1",39491318,"TSS1500",-0.273325222140889,11.2164421156766,-4.09211923772642,0.000103946540322532,0.00126095949037186,1.01115024293676
"CHCHD10","CHCHD10","chr22",24110805,"TSS1500",-0.43406484824386,10.4050989953725,-4.09198728498703,0.000103995144111241,0.00126095949037186,1.01071346535259
"ZNF718","ZNF718","chr4",125112,"Body",0.0594308263983692,6.55817007167208,4.09192196185384,0.000104019213480203,0.00126095949037186,1.01049724214817
"GPM6A","GPM6A",NA,NA,NA,-0.468872692601819,10.2757744294683,-4.09180275539156,0.000104063150849492,0.00126100989370371,1.01010266776966
"C3ORF31","C3ORF31",NA,NA,NA,-0.301193639352912,7.86270226892787,-4.09154700208967,0.000104157477187515,0.0012610215128089,1.00925614681952
"NCDN","NCDN",NA,NA,NA,-0.593951865599189,9.1151860082385,-4.09152390729433,0.000104165999003804,0.0012610215128089,1.00917970672889
"RP5-1022P6.2","RP5-1022P6.2","chr20",5591841,"TSS200",-0.238766627236858,7.21004652814683,-4.09147662134908,0.000104183449275915,0.0012610215128089,1.00902319864256
"LOC652113","LOC652113",NA,NA,NA,-0.117943613852985,6.56052988984635,-4.09120936754614,0.00010428212873894,0.00126149349635787,1.00813865755384
"NASP","NASP",NA,NA,NA,0.233988846130218,7.70681335326099,4.09115548960619,0.00010430203324776,0.00126149349635787,1.00796033992171
"LOC728431","LOC728431",NA,NA,NA,0.239990054713822,7.17531689632395,4.08988302908427,0.000104773191118571,0.00126670867980881,1.00374936202711
"ARF4","ARF4","chr3",57583280,"TSS200",-0.306134805901573,7.05533577716855,-4.08976360591403,0.000104817515238271,0.0012667614308247,1.00335419531037
"FOXF1","FOXF1","chr16",86543567,"TSS1500",0.195829873092429,6.99456463811313,4.08950167733499,0.000104914793661838,0.00126745387160071,1.00248750926961
"CLCN1","CLCN1","chr7",143042798,"Body",-0.154682299089172,6.5859108890728,-4.08910479741761,0.000105062357556515,0.00126845542950116,1.00117435472797
"LOC100129502","LOC100129502",NA,NA,NA,0.496015213968757,10.2145440421324,4.08906349040964,0.000105077727377604,0.00126845542950116,1.00103768708999
"SUSD2","SUSD2","chr22",24577142,"TSS1500",0.356906591017856,7.43903561733913,4.08876613316645,0.000105188434129616,0.00126930847427059,1.00005388201599
"ZNF773","ZNF773","chr19",58011241,"TSS200",0.33419689492943,7.9141662260516,4.08859353732164,0.000105252743388757,0.00126960120449908,0.999482870282469
"ZNF596","ZNF596",NA,NA,NA,-0.0808464074107809,6.59977699950125,-4.0884699272642,0.000105298823768977,0.00126967391155442,0.999073931292403
"TCF12","TCF12",NA,NA,NA,0.319773445653347,8.60262463506999,4.08730883080233,0.000105732615173532,0.0012744197342209,0.995233060490501
"RBM11","RBM11","chr21",15588372,"TSS200",-0.27212210358579,6.95735431710817,-4.08643455884479,0.000106060381375836,0.00127788448864082,0.992341453293969
"ARMC10","ARMC10",NA,NA,NA,-0.375263854116894,8.06591148956492,-4.08603880705597,0.000106209070570567,0.00127918979372606,0.991032654810559
"TCF3","TCF3","chr19",1652379,"TSS200",0.300030532739004,7.98377521979346,4.08578403432014,0.000106304898123991,0.00127985767965458,0.990190133503932
"RIPK1","RIPK1","chr6",3083399,"Body",0.208452275929695,7.65596270811244,4.08562382292529,0.000106365200945945,0.00128009752087565,0.989660339137002
"EPS8","EPS8","chr12",15942561,"TSS200",0.383874638527542,7.87737106131505,4.08524343625032,0.000106508508537053,0.00128133575735278,0.988402511940769
"CBLN3","CBLN3","chr14",24896538,"3'UTR",0.220468660864344,7.17739259280955,4.08500082486609,0.000106600007378633,0.0012819500128614,0.987600306085313
"VIPR1","VIPR1","chr3",42577680,"Body",-0.278384763630676,9.08092018976464,-4.08463714692169,0.000106737307070129,0.00128311438533298,0.986397844688329
"CHMP5","CHMP5",NA,NA,NA,-0.295277106506859,9.56523237999229,-4.0843495289697,0.00010684601218641,0.00128362551094403,0.985446915510471
"HS.577888","HS.577888",NA,NA,NA,0.0976701244977374,6.75421503954792,4.08431039400013,0.000106860811463132,0.00128362551094403,0.985317529849758
"SSFA2","SSFA2",NA,NA,NA,0.30931798154332,7.81125229390131,4.0833523682977,0.000107223713847717,0.00128749686703509,0.982150409097793
"KHDRBS1","KHDRBS1","chr1",32479264,"TSS1500",-0.477579627015123,9.91138582907791,-4.08309798797029,0.000107320272680415,0.00128816836197242,0.981309536855377
"LOC100134600","LOC100134600",NA,NA,NA,0.0526063271988511,6.55457081181884,4.08252755887002,0.000107537102851647,0.00129028242255761,0.979424063976515
"KCND2","KCND2","chr7",119912874,"TSS1500",-0.422063494058634,8.3208404529319,-4.08228446911123,0.00010762963353513,0.00129065142703561,0.978620615967591
"MBOAT1","MBOAT1","chr6",20212673,"TSS200",0.0606847155268166,6.66980364152812,4.08223286491879,0.000107649286217103,0.00129065142703561,0.978450060306598
"PARP14","PARP14","chr3",122400474,"Body",0.291471211131873,7.51120744305978,4.08183172834786,0.000107802170781969,0.00129135434886016,0.977124321094159
"NIF3L1","NIF3L1",NA,NA,NA,-0.335302487973209,9.52310891349302,-4.08181019195942,0.000107810384816284,0.00129135434886016,0.97705314659384
"SMAP2","SMAP2","chr1",40839445,"TSS1500",-0.245154724295643,10.1905371351608,-4.08171902160461,0.000107845164093605,0.00129135434886016,0.976751845030749
"MAML3","MAML3","chr4",140656749,"Body",0.0635357947343023,6.5574892103762,4.08165167610268,0.000107870861696583,0.00129135434886016,0.976529283052524
"DKFZP434K191","DKFZP434K191",NA,NA,NA,0.550349695975505,9.07774535142503,4.08089094499971,0.000108161549678515,0.00129434546047903,0.974015397262825
"RNF187","RNF187","chr1",228674880,"TSS200",-0.154629318860565,6.72708259231035,-4.08039817568753,0.000108350246888057,0.00129611427409488,0.972387167773946
"THBS2","THBS2","chr6",169625604,"Body",0.390334350671067,8.76380374985708,4.08005461317525,0.000108481995283286,0.00129720077347423,0.971252027766172
"OR2T12","OR2T12","chr1",248458726,"1stExon",-0.0945568153968317,6.56280723095288,-4.07991997288036,0.000108533668775042,0.00129732929870619,0.970807189099872
"ZNF787","ZNF787","chr19",56600361,"Body",0.452910810818272,8.27432238274001,4.07967094363946,0.000108629305894211,0.00129798303688146,0.969984444891685
"DLC1","DLC1","chr8",13134144,"Body",0.668457601569443,9.09242886324246,4.07763365053267,0.000109414756652702,0.00130687557870786,0.963254824194276
"RAB15","RAB15","chr14",65421784,"Body",-0.420606457669415,8.31712715192888,-4.07693126844552,0.000109686814365648,0.00130963164421508,0.960935199726298
"GPX8","GPX8",NA,NA,NA,0.454151025096111,7.76646029342519,4.07642502438903,0.000109883304061792,0.00131141261406609,0.959263480936166
"SLC8A3","SLC8A3",NA,NA,NA,-0.242309972693142,7.45475182619605,-4.07633387872421,0.000109918716579609,0.00131141261406609,0.958962513817694
"ARHGAP4","ARHGAP4",NA,NA,NA,0.332079067642042,7.48109543402074,4.07543713589975,0.000110267710670981,0.00131508142523329,0.9560016567438
"GPR89A","GPR89A",NA,NA,NA,-0.158369156704052,6.84981357951106,-4.07511755871242,0.000110392340945096,0.00131583028545553,0.954946580005113
"HSPB7","HSPB7","chr1",16342155,"Body",0.0936839982070978,6.57434124687852,4.07506328782432,0.00011041351922119,0.00131583028545553,0.95476741114779
"LOC440313","LOC440313",NA,NA,NA,-0.110662972060758,6.68033492617149,-4.07420915957617,0.000110747343033872,0.00131931257954669,0.951947808837273
"ANKRD6","ANKRD6","chr6",90142892,"TSS200",-0.238579437480031,7.89544952095602,-4.07348360925259,0.000111031676138722,0.00132220290518313,0.949552956735888
"MRPL20","MRPL20","chr1",1342566,"1stExon",-0.169507963227825,7.56690008336029,-4.07320345935368,0.000111141650724131,0.00132286983275075,0.948628327792534
"G6PC2","G6PC2",NA,NA,NA,-0.0430072501823018,6.49993947096581,-4.07312837577452,0.000111171143042523,0.00132286983275075,0.948380522876246
"VPS35","VPS35","chr16",46694236,"3'UTR",-0.597609843869519,10.2239407866036,-4.07289028482837,0.000111264713315854,0.00132348645857882,0.947594749703951
"TERF2IP","TERF2IP","chr16",75685254,"Body",-0.422989698134671,10.3945837488876,-4.07269462710393,0.000111341663917899,0.0013236154211785,0.946949041084856
"KCTD8","KCTD8","chr4",44451060,"TSS1500",-0.518152302231497,8.35212662657423,-4.07265040301455,0.000111359063983693,0.0013236154211785,0.946803095709812
"TADA1L","TADA1L",NA,NA,NA,-0.406425247979073,7.93339823081457,-4.0724145239689,0.000111451915287853,0.00132407044727353,0.946024680549765
"VMAC","VMAC","chr19",5909063,"Body",0.045575879291726,6.49476943989064,4.07234097057171,0.000111480884030695,0.00132407044727353,0.945781955751684
"HS.151285","HS.151285",NA,NA,NA,0.0491355627126104,6.52360895456788,4.0721211417384,0.000111567505990694,0.00132460297374719,0.945056541471692
"PDGFD","PDGFD",NA,NA,NA,-0.251503494646534,6.98494253687959,-4.07173062073925,0.000111721547585977,0.00132556949030238,0.943767920780862
"IRF1","IRF1","chr5",131826611,"TSS200",0.307695281599166,7.14080013218559,4.07170276014674,0.000111732545050093,0.00132556949030238,0.943675990869701
"NTNG1","NTNG1",NA,NA,NA,-0.448947494402651,8.05716428810752,-4.07156949460844,0.000111785163605265,0.00132569760055627,0.94323626818104
"GPT2","GPT2","chr16",46917496,"TSS1500",0.418879537913524,11.0887113184502,4.07106667647167,0.000111983910899296,0.00132755795643518,0.941577253101195
"C6ORF170","C6ORF170",NA,NA,NA,0.460187937578603,8.9384313874551,4.0699958675959,0.000112408298857737,0.00133209086870664,0.938044625428499
"TSPAN14","TSPAN14",NA,NA,NA,0.154288507270218,7.99443000605782,4.06895137455661,0.000112823746724591,0.00133633401039424,0.934599385158069
"PI4KAP1","PI4KAP1","chr22",20384320,"Body",-0.419002487574103,7.26428161581392,-4.06888382076171,0.000112850667060737,0.00133633401039424,0.934376579670817
"RGS18","RGS18","chr1",192154460,"3'UTR",0.21436950495876,6.97772380942303,4.06608133751536,0.000113972921106895,0.00134843391692958,0.925135526736572
"ZCCHC14","ZCCHC14","chr16",87447278,"Body",0.214310563403892,9.29068467003696,4.06604157966224,0.000113988919059949,0.00134843391692958,0.92500445635802
"SLC12A5","SLC12A5","chr20",44651137,"Body",-0.924282601630834,11.0829953902264,-4.0659356959055,0.000114031535598326,0.00134843391692958,0.92465539159697
"LOC100134053","LOC100134053",NA,NA,NA,0.428002982511851,8.64573561269786,4.06590814044473,0.000114042628747262,0.00134843391692958,0.92456455103821
"TCIRG1","TCIRG1","chr11",67806118,"TSS1500",0.167278925928415,6.83923089453533,4.06548838026239,0.000114211742173497,0.00134992998765841,0.923180799502767
"CD1C","CD1C","chr1",158258366,"TSS1500",-0.146932319797682,6.6399580268835,-4.06535386553165,0.000114265986599509,0.00135006775072845,0.92273738710447
"MYT1L","MYT1L","chr2",1859035,"Body",-0.865538901078722,9.32190647281804,-4.06513685445515,0.000114353550724921,0.00135009912874377,0.922022054689721
"TBX15","TBX15","chr1",119532773,"TSS1500",0.118431539676464,6.61677895620721,4.06513618214347,0.000114353822103376,0.00135009912874377,0.922019838590294
"COPS7A","COPS7A",NA,NA,NA,-0.231463098926548,10.7508006369836,-4.06485081282715,0.000114469067283691,0.00135095660197059,0.921079214477968
"C3ORF57","C3ORF57",NA,NA,NA,-0.140063653420807,6.63734304344641,-4.06402918802697,0.000114801500802772,0.00135399611188762,0.918371239613994
"LOC100134598","LOC100134598",NA,NA,NA,0.103180302838815,6.70216116193921,4.06400318661915,0.000114812036238294,0.00135399611188762,0.918285547857255
"PTP4A2","PTP4A2",NA,NA,NA,0.452455078540025,10.2560360680972,4.06375861863611,0.000114911177531575,0.0013546613342324,0.91747955246949
"LOC650157","LOC650157",NA,NA,NA,-0.289603300494028,7.71183037152874,-4.06313942338046,0.000115162550741684,0.00135712002175144,0.91543907826109
"NFATC3","NFATC3",NA,NA,NA,0.0651522528707327,6.76443262634176,4.06274315413636,0.000115323700523913,0.00135809684264536,0.914133330743539
"LOC100130354","LOC100130354",NA,NA,NA,0.0583365942018057,6.53773280910899,4.06272490715246,0.000115331126195625,0.00135809684264536,0.914073207031571
"LOC100130503","LOC100130503",NA,NA,NA,0.138500871931496,7.01298496820579,4.06239353993815,0.000115466057193404,0.00135918084405158,0.912981383873271
"BACE2","BACE2",NA,NA,NA,0.202047120192263,7.00262796022577,4.06203238672374,0.000115613289716672,0.00136019205877989,0.911791483469892
"TRAF3IP3","TRAF3IP3","chr1",209930127,"5'UTR",0.0660178135483651,6.60769935085855,4.06192674732766,0.000115656390181472,0.00136019205877989,0.911443443516525
"RNF166","RNF166","chr16",88769761,"Body",0.139306307845735,6.9003058669133,4.06180817415677,0.00011570478597425,0.00136019205877989,0.911052798785247
"LOC284293","LOC284293",NA,NA,NA,0.129330576941352,6.88771830668583,4.06172037042796,0.000115740635723693,0.00136019205877989,0.910763530080593
"LOC646562","LOC646562",NA,NA,NA,-0.129658731269464,6.59941602629537,-4.06164695096348,0.000115770620658734,0.00136019205877989,0.910521653289201
"LOC732441","LOC732441",NA,NA,NA,-0.0635528629697699,6.55415260698964,-4.06147013184587,0.00011584286526242,0.00136019205877989,0.909939142919711
"ZNF615","ZNF615","chr19",52511510,"TSS200",-0.228889517102852,8.56769638100049,-4.06144699802617,0.000115852320463902,0.00136019205877989,0.909862932393478
"LOC642033","LOC642033",NA,NA,NA,0.38080411514651,8.11634356000184,4.06128182384937,0.000115919851633746,0.00136048104286921,0.909318801561994
"CNIH3","CNIH3","chr1",224805287,"Body",-0.253163225914087,7.08149442984327,-4.06111217078357,0.000115989253381225,0.00136079175876567,0.908759930708047
"TMEM91","TMEM91","chr19",41880276,"5'UTR",0.385651831799155,9.19345679780603,4.06067886987035,0.000116166689625433,0.00136232576937963,0.907332619226721
"LRRC2","LRRC2","chr3",46617183,"5'UTR",-0.261517332141424,6.92802607773985,-4.0605229454142,0.000116230604334134,0.00136232576937963,0.906819021295992
"OXR1","OXR1","chr8",107283501,"5'UTR",-0.621049746417215,10.7535470988761,-4.06047824422946,0.00011624893394864,0.00136232576937963,0.906671782856121
"CWF19L1","CWF19L1","chr10",102027787,"TSS1500",-0.252036799036219,9.79876465286936,-4.06031916808216,0.000116314185285057,0.00136258672340588,0.906147820271691
